,Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
136,0.0,Tue Oct 23 20:32:44 +0000 2018,0.0,1.0,0.0,CBS,"RT @CBSAllAccess: ""If we were writing those fairy tales in today's society, what would be the message?"" -@KevWilliamson The #TellMeAStory c…",37
137,0.0,Tue Oct 23 14:06:37 +0000 2018,0.0,1.0,0.0,CBS,Airdates have been announced for the 2020 and 2021 #GRAMMYs. Take a peek at all the key dates here:… https://t.co/3zJ9NyrQdl,38
138,0.0,Tue Oct 23 00:00:00 +0000 2018,0.0,1.0,0.0,CBS,CBS Monday night shows start NOW. https://t.co/a7D6T6zUGV,39
139,0.0,Mon Oct 22 17:54:35 +0000 2018,0.0,1.0,0.0,CBS,".@DevinGoda, come on down! You're the next model on The @PriceIsRight. https://t.co/YSt5BhBxL9",40
140,-0.2263,Sun Oct 21 23:44:42 +0000 2018,0.095,0.905,0.0,CBS,"Due to #NFL football overrun #CBS Sunday schedule delayed tonight for East/Central time zone viewers ONLY.
New star… https://t.co/BprW5fm6Kz",41
141,0.0,Sun Oct 21 14:00:01 +0000 2018,0.0,1.0,0.0,CBS,Make your Sunday a touchdown with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/Pnx8rR97CF,42
142,0.8858,Sun Oct 21 06:00:00 +0000 2018,0.0,0.591,0.409,CBS,Michael Jackson's greatest hits and characters voiced by your favorite CBS stars! What could be better? Watch… https://t.co/mzatyDRlvX,43
143,0.3818,Sun Oct 21 03:00:00 +0000 2018,0.0,0.795,0.205,CBS,"Hey West Coast, a magical adventure of personal discovery awaits you... #MichaelJacksonHalloween starts now on CBS… https://t.co/XhLTKWgPXi",44
144,0.7901,Sun Oct 21 01:00:00 +0000 2018,0.0,0.5,0.5,CBS,#MichaelJacksonHalloween looks like the best kind of Halloween! https://t.co/h3vMJnuksE,45
145,-0.4767,Sun Oct 21 00:52:36 +0000 2018,0.307,0.693,0.0,CBS,RT @gerraldinha: I looooove it 😭  #MichaelJacksonHalloween,46
146,0.4215,Sun Oct 21 00:30:00 +0000 2018,0.0,0.682,0.318,CBS,Those are some powerful moves. #MichaelJacksonHalloween https://t.co/33aJzHrbMB,47
147,0.8122,Sun Oct 21 00:23:17 +0000 2018,0.0,0.619,0.381,CBS,RT @SharonLovesMacG: Watching #MichaelJacksonHalloween @lucastill @GeorgeEadsTV .. I Love this cartoon.. Soo Good! 🎃🎃 https://t.co/Hgk5jTVE…,48
148,0.0,Sun Oct 21 00:00:00 +0000 2018,0.0,1.0,0.0,CBS,Time to march to the TV! #MichaelJacksonHalloween starts now on CBS and @cbsallaccess: https://t.co/izyMSOHp7l https://t.co/ZFIoRV0Rag,49
149,0.2714,Sat Oct 20 16:00:00 +0000 2018,0.0,0.795,0.205,CBS,"It’s almost time for ""a thriller, thriller night!"" Here's how to watch #MichaelJacksonHalloween:… https://t.co/GTzLrjCHEf",50
150,0.4466,Fri Oct 19 23:00:35 +0000 2018,0.094,0.693,0.213,CBS,"DVR ALERT for Viewers in EAST/CENTRAL Time Zones, please note *possible* football delay for CBS shows on Sunday eve… https://t.co/6lTXMVb9Cd",51
151,0.0,Fri Oct 19 22:01:22 +0000 2018,0.0,1.0,0.0,CBS,"BREAKING: CBS has given full-season orders to @GodFriendedMe, @MagnumPICBS and @TheNeighborhood for the 2018-2019 b… https://t.co/919bxqm673",52
152,0.6369,Fri Oct 19 21:00:01 +0000 2018,0.0,0.819,0.181,CBS,"You know and love him as Sheldon on the @bigbangtheory and this weekend, Jim Parsons is Hay Man on… https://t.co/nQCCmOy4pf",53
153,0.4574,Fri Oct 19 18:00:02 +0000 2018,0.0,0.786,0.214,CBS,Take a peek into #MichaelJacksonHalloween before the special airs tomorrow at 8/7c! https://t.co/8v9He4sZUB,54
154,0.5994,Thu Oct 18 23:54:23 +0000 2018,0.0,0.692,0.308,CBS,RT @AmazingRaceCBS: Host of #AmazingRace @PhilKeoghan has a special #SpiritDay message to share. https://t.co/wsYGRtMZQg,55
155,-0.126,Thu Oct 18 23:51:35 +0000 2018,0.086,0.785,0.129,CBS,"RT @SEALTeamCBS: It’s okay to be who you are, no matter your background, race, religion, sexual orientation or gender identity! The cast of…",56
156,-0.4019,Thu Oct 18 23:46:50 +0000 2018,0.204,0.681,0.115,CBS,RT @NCISLA: Join #NCISLA star @reneefsmith and stand against bullying for #SpiritDay. 💜 https://t.co/RSQ1lrDW3p,57
157,-0.126,Thu Oct 18 23:41:02 +0000 2018,0.086,0.785,0.129,CBS,"RT @GodFriendedMe: It’s okay to be who you are, no matter your background, race, religion, sexual orientation or gender identity! We, the c…",58
158,-0.126,Thu Oct 18 23:27:03 +0000 2018,0.09,0.776,0.134,CBS,"RT @LifeInPiecesCBS: It’s okay to be who you are, no matter your background, race, religion, sexual orientation or gender identity! The cas…",59
159,-0.126,Thu Oct 18 22:56:59 +0000 2018,0.094,0.766,0.14,CBS,"RT @NCIS_CBS: It’s okay to be who you are, no matter your background, race, religion, sexual orientation or gender identity! @BrianDietzen…",60
160,-0.126,Thu Oct 18 22:46:18 +0000 2018,0.083,0.793,0.124,CBS,"RT @FBICBS: It’s okay to be who you are, no matter your background, race, religion, sexual orientation or gender identity! The cast of #FBI…",61
161,-0.126,Thu Oct 18 22:26:39 +0000 2018,0.086,0.785,0.129,CBS,"RT @ManWithAPlan: It’s okay to be who you are, no matter your background, race, religion, sexual orientation or gender identity! We, the ca…",62
162,-0.126,Thu Oct 18 22:10:28 +0000 2018,0.09,0.776,0.134,CBS,"RT @TheNeighborhood: It’s okay to be who you are, no matter your background, race, religion, sexual orientation or gender identity! We, the…",63
163,0.1027,Thu Oct 18 21:47:07 +0000 2018,0.161,0.62,0.219,CBS,RT @colbertlateshow: We are proud to join @glaad for #SpiritDay to take a stand against bullying. #LSSC 💜💜💜 https://t.co/BItV0My3sV,64
164,-0.126,Thu Oct 18 21:35:45 +0000 2018,0.09,0.776,0.134,CBS,"RT @instinctcbs: It’s okay to be who you are, no matter your background, race, religion, sexual orientation or gender identity! #Instinct p…",65
165,-0.126,Thu Oct 18 20:57:54 +0000 2018,0.09,0.776,0.134,CBS,"RT @MadamSecretary: It’s okay to be who you are, no matter your background, race, religion, sexual orientation or gender identity! The cast…",66
166,-0.126,Thu Oct 18 20:36:31 +0000 2018,0.09,0.776,0.134,CBS,"RT @MurphyBrownCBS: It’s okay to be who you are, no matter your background, race, religion, sexual orientation or gender identity! The cast…",67
167,0.6114,Thu Oct 18 19:58:51 +0000 2018,0.0,0.818,0.182,CBS,RT @letsmakeadeal: The #LMAD cast is rocking purple for #SpiritDay! Celebrate with them by replying with some 💜💜💜. https://t.co/kkSNlJDs9z,68
168,0.8442,Thu Oct 18 19:49:07 +0000 2018,0.0,0.569,0.431,CBS,@LisaHendey @garthbrooks @NotreDame You've got friends in Notre Dame places. 😊,69
169,0.7845,Thu Oct 18 19:45:41 +0000 2018,0.0,0.706,0.294,CBS,RT @TheTalkCBS: We’re all wearing purple today in support of @glaad's 9th annual #SpiritDay. Share your favorite purple emojis below and sh…,70
170,0.6114,Thu Oct 18 19:34:06 +0000 2018,0.0,0.826,0.174,CBS,"RT @YandR_CBS: It’s #SpiritDay, and we’re going purple at #YR to celebrate! @camryngrimes and @caitfairbanks are taking over our Instagram…",71
171,0.2263,Thu Oct 18 19:00:45 +0000 2018,0.136,0.662,0.202,CBS,"RT @PriceIsRight: Today is @GLAAD #SpiritDay 🌈We're proud to wear purple, take a stand against bullying, and show our support for the LGBTQ…",72
172,-0.126,Thu Oct 18 18:29:28 +0000 2018,0.083,0.793,0.124,CBS,"RT @MomCBS: It’s okay to be who you are, no matter your background, race, religion, sexual orientation or gender identity! We, the cast of…",73
173,0.0,Thu Oct 18 17:30:00 +0000 2018,0.0,1.0,0.0,CBS,"Star of @thegoodfight, Christine Baranski, steps into a new role this Saturday during #MichaelJacksonHalloween! https://t.co/DEaBy8wTlX",74
174,0.4215,Thu Oct 18 16:42:45 +0000 2018,0.0,0.899,0.101,CBS,"@laralee24 If the Tonys have taught us anything, set it to music and it will be a lot easier to remember (and we'll remind you). 😉",75
175,-0.1531,Thu Oct 18 15:07:21 +0000 2018,0.074,0.926,0.0,CBS,Don’t miss Broadway's Biggest Night. The 73rd Annual #TonyAwards will return to Radio City Music Hall in NYC on Sun… https://t.co/sdIzCrzf9U,76
176,0.4843,Wed Oct 17 22:42:28 +0000 2018,0.0,0.784,0.216,CBS,"Don't miss @Elementary_CBS star @LucyLiu as ""Conformity"" in the animated CBS special Michael Jackson's Halloween th… https://t.co/uBkeeTt45K",77
177,0.0,Wed Oct 17 18:00:01 +0000 2018,0.0,1.0,0.0,CBS,"Did you know @Alancumming, @KierseyClemons, and @lucastill voices will be part of #MJHalloween? Find out which othe… https://t.co/FJzSM6AgGT",78
178,0.4019,Wed Oct 17 14:45:37 +0000 2018,0.0,0.886,0.114,CBS,"This just in: Country superstar @garthbrooks is set to premiere his new TV special ""Garth: Live At Notre Dame"" on S… https://t.co/fh37csbIxw",79
179,0.636,Wed Oct 17 13:08:31 +0000 2018,0.0,0.811,0.189,CBS,RT @WorldsBestCBS: Mark your calendars! The #WorldsBest is premiering right after the Super Bowl on February 3: https://t.co/mOcLpFURB9 🏈🏆…,80
180,0.6114,Tue Oct 16 21:49:16 +0000 2018,0.0,0.846,0.154,CBS,"RT @NCIS_CBS: When it's #NationalBossDay AND #NCIS day, there's just one thing to do... Celebrate Gibbs! What do you think makes Gibbs a gr…",81
181,0.4588,Mon Oct 15 19:40:07 +0000 2018,0.0,0.85,0.15,CBS,"Sixty-seven years ago, legendary CBS sitcom #ILoveLucy premiered on this day in #CBStory. What's your favorite epis… https://t.co/iOgv99L21F",82
182,0.0,Mon Oct 15 17:41:20 +0000 2018,0.0,1.0,0.0,CBS,RT @MagnumPICBS: Woof woof woof! (Translation: #MagnumPI is new tonight at 9/8c!) https://t.co/hBkiJUVZD3,83
183,0.5562,Sun Oct 14 23:29:25 +0000 2018,0.0,0.796,0.204,CBS,"Hooray! #CBS Sunday schedule starting on time. All new episodes: 
#60Minutes 7:30pmET/7pmPT 
#GodFriendedMe 8:30pmE… https://t.co/XJQ40QeUS8",84
184,0.0,Sun Oct 14 20:00:00 +0000 2018,0.0,1.0,0.0,CBS,"Dust off your dancing shoes! Michael Jackson’s Halloween airs Saturday, Oct. 20 at 8/7c on CBS. https://t.co/o0PoEUj1Xn",85
185,0.0,Sun Oct 14 15:22:32 +0000 2018,0.0,1.0,0.0,CBS,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈 https://t.co/vsod8jYeZl https://t.co/OtJL7e94BA,86
186,0.4466,Sat Oct 13 03:09:33 +0000 2018,0.094,0.693,0.213,CBS,"DVR ALERT for Viewers in EAST/CENTRAL Time Zones, please note *possible* football delay for CBS shows on Sunday eve… https://t.co/VB9W5WaUqL",87
187,0.7579,Fri Oct 12 17:59:00 +0000 2018,0.0,0.735,0.265,CBS,This bonus spin was just a part of what made #PriceIsRight's Big Money Week enormous. What was your favorite moment? https://t.co/mhU50K8dJd,88
188,0.5093,Thu Oct 11 18:05:06 +0000 2018,0.0,0.845,0.155,CBS,"RT @CBSAllAccess: Welcome to #TheTwilightZone, @justsanaa! The new series is coming to CBS All Access in 2019. 🌀 https://t.co/NdB7Vf4vdb",89
189,0.4939,Wed Oct 10 20:31:12 +0000 2018,0.0,0.802,0.198,CBS,"Ready to get into the Halloween spirit? An encore presentation of Michael Jackson’s Halloween will air Saturday, Oc… https://t.co/sgLdtV4SaR",90
190,-0.34,Tue Oct 09 19:23:28 +0000 2018,0.107,0.893,0.0,CBS,"@ira We may have accidentally offered the job already to Catherine Deneuve, thinking we were talking to you on the… https://t.co/4BgA5HgSeB",91
191,0.4215,Mon Oct 08 23:48:50 +0000 2018,0.0,0.763,0.237,CBS,RT @MadamSecretary: #ICYMI: A powerful moment from last night. #MadamSecretary https://t.co/MgQ11RlFmR,92
192,0.6696,Mon Oct 08 16:37:00 +0000 2018,0.0,0.817,0.183,CBS,"RT @WorldsBestCBS: It’s the world’s best news! @JKCorden will host, and @DrewBarrymore, @RuPaul and @FaithHill will serve as judges of the…",93
193,0.3612,Sun Oct 07 14:00:01 +0000 2018,0.0,0.902,0.098,CBS,All the action on the gridiron from the comfort of your couch. Watch NFL on CBS LIVE today starting at 1pm ET. 🏈… https://t.co/WiXBm46gNV,94
194,0.0772,Sat Oct 06 21:33:36 +0000 2018,0.0,0.936,0.064,CBS,"RT @CBSAllAccess: Take a first look at Spock, Number One, and Section 31’s newest recruit. #StarTrekDiscovery returns January 17, 2019. htt…",95
195,0.5423,Fri Oct 05 23:30:00 +0000 2018,0.0,0.8,0.2,CBS,"Viewers in Atlanta, Charlotte, Pittsburgh, and most of Michigan and Wisconsin, please take note of the DVR alert be… https://t.co/fradnBOvdk",96
196,-0.3612,Fri Oct 05 20:10:09 +0000 2018,0.179,0.821,0.0,CBS,"RT @MadamSecretary: Worlds collide when former Secretaries of State @HillaryClinton, @madeleine, and Colin Powell stop by #MadamSecretary f…",97
197,0.0,Fri Oct 05 19:23:53 +0000 2018,0.0,1.0,0.0,CBS,".@TheNeighborhood's @BethBehrs and @latelateshow may have come up with a new hit show called ""Naked Rabbi.""… https://t.co/KLsSlzgC0f",98
198,-0.6808,Fri Oct 05 17:42:12 +0000 2018,0.189,0.811,0.0,CBS,"RT @FBICBS: When a killer's victim survives to tell the tale, it's up to the team to catch him before he kills again. 

The first SEVEN MIN…",99
199,0.5023,Fri Oct 05 16:45:23 +0000 2018,0.0,0.787,0.213,CBS,But you know the CBS Fall TV that makes YOU smile. #WorldSmileDay https://t.co/JVOh5TlK0D,100
200,0.1969,Wed Oct 31 00:51:03 +0000 2018,0.058,0.848,0.094,CNN,"Reese's created a ""candy converter"" machine that allows people to trade in the candy they don't want for Reese's Pe… https://t.co/Ch3SN7n72C",1
201,0.0258,Wed Oct 31 00:49:53 +0000 2018,0.094,0.809,0.098,CNN,"RT @OutFrontCNN: ""There were no elected officials, Democrats or Republican, on the tarmac, to greet them."" - Jake Tapper notes that Preside…",2
202,-0.7269,Wed Oct 31 00:44:40 +0000 2018,0.217,0.783,0.0,CNN,"RT @AC360: ""The sadness and grief is soon going to turn into a call for action of some sort,"" Pittsburgh City Council Member Erika Strassbu…",3
203,0.0,Wed Oct 31 00:44:12 +0000 2018,0.0,1.0,0.0,CNN,"Three tiny moon rocks, collected by a Soviet space mission in 1970, are expected to sell for up to $1 million when… https://t.co/8zFaMEgi4s",4
204,0.128,Wed Oct 31 00:41:03 +0000 2018,0.0,0.923,0.077,CNN,A procession of legal experts and law students urged judicial leaders to bring more transparency to their system fo… https://t.co/4SzNurzLRg,5
205,0.0,Wed Oct 31 00:37:35 +0000 2018,0.0,1.0,0.0,CNN,"""My eyes are now wide open"": Kanye West said on Twitter that he plans on ""distancing"" himself from politics, allegi… https://t.co/6sPByJOuET",6
206,0.4939,Wed Oct 31 00:31:04 +0000 2018,0.0,0.814,0.186,CNN,"A whopping 5,655-carat emerald as big as your hand has been found in Zambia https://t.co/Cde2s2X8Cb https://t.co/gW8yuarrn9",7
207,-0.723,Wed Oct 31 00:23:50 +0000 2018,0.308,0.602,0.091,CNN,"Lawyer: Court can't ""ignore the circumstances of one of the most rhetorically mold-breaking, violent, awful, hatefu… https://t.co/jacPwE1Exu",8
208,-0.0498,Wed Oct 31 00:21:00 +0000 2018,0.125,0.759,0.116,CNN,"""It’s been very difficult to watch the last couple years,"" says comedian Dave Chappelle, relecting on Trump's presi… https://t.co/Fvpd6nyytz",9
209,0.836,Wed Oct 31 00:17:13 +0000 2018,0.0,0.669,0.331,CNN,"RT @AC360: ""They were kind. They were thoughtful. They were gentle giants... They were nonjudgemental and they were very innocent.""

A comm…",10
210,0.0,Wed Oct 31 00:16:59 +0000 2018,0.0,1.0,0.0,CNN,"RT @CNNnewsroom: “Do I feel it meets muster? Absolutely not. This is again, a political ping pong that’s going to be bantered about in the…",11
211,0.0,Wed Oct 31 00:16:19 +0000 2018,0.0,1.0,0.0,CNN,Apple unveils new products in its second event in two months https://t.co/7JnHJNscrZ https://t.co/LVtWKtmt84,12
212,0.0,Wed Oct 31 00:16:08 +0000 2018,0.0,1.0,0.0,CNN,"Neanderthals may not have sported the hunched posture seen in museums and textbooks, a new study finds.

The first… https://t.co/SnMS8glaIL",13
213,0.0,Wed Oct 31 00:11:03 +0000 2018,0.0,1.0,0.0,CNN,Kenya Airways has made a historic 15-hour flight from Nairobi's Jomo Kenyatta International Airport to New York… https://t.co/cNBMbmX2Hz,14
214,-0.3818,Wed Oct 31 00:07:07 +0000 2018,0.12,0.88,0.0,CNN,"Pharrell Williams threatens to sue President Trump over the use of the song ""Happy"" at a rally after the Pittsburgh… https://t.co/EfjRLFk6p7",15
215,-0.6908,Wed Oct 31 00:03:06 +0000 2018,0.198,0.802,0.0,CNN,A man hatched a plot with two others to kill Somali refugees by blowing up an apartment complex that contained a mo… https://t.co/TJvcwTBOpp,16
216,0.5106,Wed Oct 31 00:01:07 +0000 2018,0.0,0.765,0.235,CNN,"Idaho Gov. Butch Otter, a Republican, has endorsed a grass-roots effort to expand Medicaid in his state… https://t.co/dvgEveElhT",17
217,-0.4767,Wed Oct 31 00:01:00 +0000 2018,0.134,0.866,0.0,CNN,NASA's Parker Solar Probe has broken the world record for the closest approach to the sun ever achieved by a man-ma… https://t.co/uYS0kKkT2l,18
218,-0.4939,Tue Oct 30 23:56:44 +0000 2018,0.208,0.792,0.0,CNN,"Gab, a site used by the accused Pittsburgh synagogue shooter that has become a haven for white supremacists, defend… https://t.co/tHl6v9Kzzy",19
219,0.2023,Tue Oct 30 23:51:09 +0000 2018,0.111,0.741,0.148,CNN,"Claire McCaskill slams ""crazy Democrats"" -- and her GOP opponent -- to save her Senate seat https://t.co/QRPHjlug91 https://t.co/OxSv2sMawJ",20
220,0.4939,Tue Oct 30 23:50:49 +0000 2018,0.0,0.868,0.132,CNN,RT @OutFrontCNN: “This is a pretty politically volatile time...coming now when emotions are so raw… could really turn out to be something d…,21
221,0.1531,Tue Oct 30 23:50:26 +0000 2018,0.1,0.773,0.127,CNN,"RT @OutFrontCNN: Fmr. Sen. Rick Santorum says Pennsylvania politicians ""missed an opportunity"" by not meeting w the President in Pittsburgh…",22
222,0.0,Tue Oct 30 23:41:03 +0000 2018,0.0,1.0,0.0,CNN,Gender inequality is linked to more deaths than expected among girls under the age of 5 compared with boys of the s… https://t.co/ryxJ8D2vSq,23
223,0.6124,Tue Oct 30 23:37:22 +0000 2018,0.0,0.818,0.182,CNN,A CNN KFile analysis of thousands of tweets sent from the bomb suspect's accounts found that the 56-year-old shared… https://t.co/bY6dvVWDYE,24
224,0.0,Tue Oct 30 23:31:02 +0000 2018,0.0,1.0,0.0,CNN,"Naomi Watts has been cast in the ""Game of Thrones"" prequel pilot https://t.co/TDnCUUSvZZ https://t.co/rvLx8E2bYW",25
225,-0.6908,Tue Oct 30 23:30:16 +0000 2018,0.37,0.63,0.0,CNN,The radicalization of an alleged domestic terrorist https://t.co/R5pSbDGyLk https://t.co/n1XRCWbPl6,26
226,0.3818,Tue Oct 30 23:21:02 +0000 2018,0.0,0.867,0.133,CNN,Trump fills the final days approaching the midterms with false promises and divisive rhetoric | Analysis by CNN's… https://t.co/16KvIVSpSo,27
227,-0.2617,Tue Oct 30 23:19:44 +0000 2018,0.111,0.821,0.068,CNN,"RT @CNNSitRoom: .@RyanLizza says that it’s not that the President ""doesn’t have the ability"" to console the nation after a tragedy, but tha…",28
228,-0.3158,Tue Oct 30 23:19:33 +0000 2018,0.094,0.906,0.0,CNN,"RT @CNNSitRoom: “There is so much pain on display there in Pittsburgh, but the President appears to be on a political mission everywhere el…",29
229,-0.5106,Tue Oct 30 23:19:07 +0000 2018,0.163,0.837,0.0,CNN,"Pittsburgh Councilman Corey O'Connor on President Trump's visit: ""Today, we were grieving, we're going to be grievi… https://t.co/XrZMd2a9TQ",30
230,-0.3182,Tue Oct 30 23:17:47 +0000 2018,0.136,0.864,0.0,CNN,"As Trump paid a solemn visit to the Tree of Life Synagogue in Pittsburgh, shouts of protest could be heard in the d… https://t.co/piiGJZdaQw",31
231,0.8126,Tue Oct 30 23:14:48 +0000 2018,0.0,0.739,0.261,CNN,"RT @CNNSitRoom: “The strength of this community, the diversity of this community has really shown in an outpouring of love from across the…",32
232,0.0,Tue Oct 30 23:11:03 +0000 2018,0.0,1.0,0.0,CNN,Trump is thumbing his nose at the law on citizenship | By Jennifer Taub via @CNNOpinion https://t.co/GZosVHqeK2 https://t.co/Gehz6QhVXy,33
233,0.0,Tue Oct 30 23:07:10 +0000 2018,0.0,1.0,0.0,CNN,The President and first lady laid stones and white roses atop 11 Star of David markers outside Tree of Life Synagog… https://t.co/c12k3VVs9E,34
234,0.1027,Tue Oct 30 23:01:06 +0000 2018,0.0,0.877,0.123,CNN,How Lindsey Graham shifted from Trump detractor to defender https://t.co/U37TgqW2pR https://t.co/ZgUlVTI6FN,35
235,0.0,Tue Oct 30 22:51:06 +0000 2018,0.0,1.0,0.0,CNN,"The Chinese government has legalized the use of endangered tiger and rhino products for medical purposes, a move wi… https://t.co/8vPhIaJ1pZ",36
236,0.0,Tue Oct 30 22:40:00 +0000 2018,0.0,1.0,0.0,CNN,"Segway was supposed to change the world. Two decades later, it just might. https://t.co/EJOOsPcfSv https://t.co/DmUM49g2SY",37
237,-0.4391,Tue Oct 30 22:30:52 +0000 2018,0.138,0.862,0.0,CNN,Venice's iconic St. Mark's Square was transformed into a lake after the Italian city experienced its most severe fl… https://t.co/un18lqgChh,38
238,-0.836,Tue Oct 30 22:25:07 +0000 2018,0.283,0.717,0.0,CNN,Anderson Cooper is in Pittsburgh as the city mourns the 11 people killed in Saturday's shooting at the Tree of Life… https://t.co/9TEtsYbpVv,39
239,0.1027,Tue Oct 30 22:20:00 +0000 2018,0.11,0.762,0.129,CNN,"Muslim groups have raised over $180,000 to help Pittsburgh synagogue shooting victims. ""We're just repaying the fav… https://t.co/gUcSD87zkT",40
240,-0.8957,Tue Oct 30 22:15:08 +0000 2018,0.476,0.524,0.0,CNN,"As gun violence, sexual assault claims and immigration dominate headlines in 2018, the American Psychological Assoc… https://t.co/sprdBG2usa",41
241,0.7346,Tue Oct 30 22:12:16 +0000 2018,0.0,0.772,0.228,CNN,"RT @CNNSitRoom: ""We're going to win back the House."" Rep. Eric Swalwell believes the Democrats will perform very well in the midterm electi…",42
242,0.6808,Tue Oct 30 22:10:06 +0000 2018,0.0,0.772,0.228,CNN,"The world's most expensive fragrance is heading to the United States, but anyone hoping to smell the $1.5 million l… https://t.co/ohwpjHGkEw",43
243,0.0,Tue Oct 30 22:05:05 +0000 2018,0.0,1.0,0.0,CNN,Oscar-winning actor and director Jodie Foster directs a new Mike Bloomberg-backed midterm ad https://t.co/Ikmxs9K9wQ https://t.co/yLRSdCoS9f,44
244,0.0,Tue Oct 30 22:00:19 +0000 2018,0.0,1.0,0.0,CNN,Construction to start on Morocco's record-breaking skyscraper https://t.co/MrIt1E5NrC https://t.co/PSBiVt2vWL,45
245,-0.836,Tue Oct 30 21:57:05 +0000 2018,0.283,0.717,0.0,CNN,Anderson Cooper is in Pittsburgh as the city mourns the 11 people killed in Saturday's shooting at the Tree of Life… https://t.co/rZ2ILBlcgh,46
246,-0.4019,Tue Oct 30 21:55:05 +0000 2018,0.265,0.581,0.155,CNN,"What motivates terrorists | By Peter Bergen, a CNN national security analyst https://t.co/KbIBzTI7mN",47
247,0.128,Tue Oct 30 21:55:02 +0000 2018,0.111,0.754,0.136,CNN,Dairy-product company Land O'Lakes and pet-food giant Purina announced they would no longer financially support Iow… https://t.co/GkCTVLnPbu,48
248,0.0,Tue Oct 30 21:51:56 +0000 2018,0.0,1.0,0.0,CNN,"RT @CNNSitRoom: ""The office of consoler-in-chief is vacant right now in America,"" says Democratic Rep. Eric Swalwell about President Trump.…",49
249,-0.0258,Tue Oct 30 21:51:17 +0000 2018,0.055,0.945,0.0,CNN,Nothing gets past Mr. Feeny. TV actor William Daniels thwarted a burglary attempt at his Los Angeles home on Saturd… https://t.co/RMNkMOLv1T,50
250,-0.7096,Tue Oct 30 21:50:03 +0000 2018,0.372,0.553,0.075,CNN,Legal fight looms as Trump administration considers caravan order that could violate federal law… https://t.co/sOOjjHjknt,51
251,0.0,Tue Oct 30 21:45:08 +0000 2018,0.0,1.0,0.0,CNN,"NASA's Kepler Space Telescope has run out of fuel, and its mission has come to an end 94 million miles from Earth,… https://t.co/zsYDIzJ1iU",52
252,-0.3071,Tue Oct 30 21:44:54 +0000 2018,0.093,0.907,0.0,CNN,"RT @CNNSitRoom: ""This protest wasn't planned at all 24 hours ago and in the last 24 hours it has exploded."" - CNN’s @miguelmarquez reports…",53
253,0.0,Tue Oct 30 21:40:06 +0000 2018,0.0,1.0,0.0,CNN,"""The Simpsons"" producer responds to claim that Apu is leaving https://t.co/VdWtfVWzBw https://t.co/Q1zYtW7UhI",54
254,0.0258,Tue Oct 30 21:35:05 +0000 2018,0.153,0.64,0.207,CNN,Facebook's quarterly revenue and user growth has disappointed investors amid a challenging year for a company navig… https://t.co/nuiIuyu2ko,55
255,-0.4588,Tue Oct 30 21:31:51 +0000 2018,0.188,0.812,0.0,CNN,The Pittsburgh deaths were tragic. And preventable | By Jill Filipovic via @CNNOpinion https://t.co/wRJqTGQOWJ https://t.co/rdH1ATugli,56
256,0.4019,Tue Oct 30 21:30:12 +0000 2018,0.0,0.828,0.172,CNN,What this organic baby food company is doing to help working mothers https://t.co/9FAdj1KmuV https://t.co/vZ3miOzzJl,57
257,0.0,Tue Oct 30 21:29:10 +0000 2018,0.0,1.0,0.0,CNN,"Recent moves to send more troops to the US-Mexico border, possibly overhaul asylum policy and rethink birthright ci… https://t.co/GWoLyr6XFZ",58
258,-0.3612,Tue Oct 30 21:26:14 +0000 2018,0.128,0.872,0.0,CNN,The head of House Republicans' campaign arm sharply criticized Iowa GOP Rep. Steve King's white nationalist rhetori… https://t.co/zc5T4BLjEN,59
259,-0.2263,Tue Oct 30 21:25:07 +0000 2018,0.091,0.909,0.0,CNN,"RT @CNNPolitics: “The protestors have been completely peaceful,” CNN’s Miguel Marquez reports from the scene of the protests in Pittsburgh…",60
260,-0.2732,Tue Oct 30 21:24:34 +0000 2018,0.087,0.913,0.0,CNN,Women and their babies face health risks when there's less than 12 months between the birth of one child and the co… https://t.co/F7TjFpaajp,61
261,0.0,Tue Oct 30 21:22:20 +0000 2018,0.0,1.0,0.0,CNN,"RT @CNNSitRoom: At the Tree of Life synagogue where Saturday’s deadly shooting took place, President Donald Trump and first lady Melania Tr…",62
262,0.3818,Tue Oct 30 21:21:53 +0000 2018,0.0,0.867,0.133,CNN,To protect our health -- and the planet's -- vote green | By Michael Mikulka via @CNNOpinion https://t.co/oSyzPrwJY8 https://t.co/7Iu5svlwFV,63
263,-0.2732,Tue Oct 30 21:20:07 +0000 2018,0.084,0.916,0.0,CNN,RT @CNNPolitics: President Donald Trump and first lady Melania Trump place stones and white roses on the memorials for each victim of the T…,64
264,0.4588,Tue Oct 30 21:20:03 +0000 2018,0.129,0.594,0.277,CNN,Best Buy expands its toy section in a fight for Toys 'R' Us customers https://t.co/yKBHXot9vz https://t.co/EXvs3A2z29,65
265,0.0,Tue Oct 30 21:15:10 +0000 2018,0.0,1.0,0.0,CNN,The seeds of Pittsburgh were sown in Charlottesville | By Nicole Hemmer via @CNNOpinion https://t.co/BWGaJEXjKS https://t.co/K26wGkpgPP,66
266,0.1779,Tue Oct 30 21:10:06 +0000 2018,0.103,0.762,0.135,CNN,"This photographer is taking cues from Norman Rockwell, who charmed and shocked millions in the mid-1900s, and reima… https://t.co/CmCPZRFLve",67
